business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes/ByAppointmentOnly,categories,hours,attributes/BusinessAcceptsCreditCards,hours/Monday,hours/Tuesday,hours/Wednesday,hours/Thursday,hours/Friday,hours/Saturday,attributes/BikeParking,attributes/RestaurantsPriceRange2,attributes/CoatCheck,attributes/RestaurantsTakeOut,attributes/RestaurantsDelivery,attributes/Caters,attributes/WiFi,attributes/BusinessParking,attributes/WheelchairAccessible,attributes/HappyHour,attributes/OutdoorSeating,attributes/HasTV,attributes/RestaurantsReservations,attributes/DogsAllowed,hours/Sunday,attributes/Alcohol,attributes/GoodForKids,attributes/RestaurantsAttire,attributes/Ambience,attributes/RestaurantsTableService,attributes/RestaurantsGoodForGroups,attributes/DriveThru,attributes,attributes/NoiseLevel,attributes/GoodForMeal,attributes/BusinessAcceptsBitcoin,attributes/Smoking,attributes/Music,attributes/GoodForDancing,attributes/AcceptsInsurance,attributes/BestNights,attributes/BYOB,attributes/Corkage,attributes/BYOBCorkage,attributes/HairSpecializesIn
WYYdQDjx-DsCanlP0DpImQ,J Sushi,243 S 10th St,Philadelphia,PA,19107,39.9470334,-75.1574339,4.5,72,0,,"Seafood, Restaurants, Sushi Bars, Japanese",,True,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:30,True,2,,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,True,True,,12:0-22:0,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,,,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,
U2htB9qk4hOXCdkccvvW0Q,D's Toys,"2616 Brill Rd, Ste A",Indianapolis,IN,46225,39.7291579,-86.1544775,5,5,1,,"Shopping, Books, Mags, Music & Video, Toy Stores, Hobby Shops, Comic Books",,True,,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,,,,,,,,,,,,,,,12:0-17:0,,,,,,,,,,,,,,,,,,,,
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,10160 Ulmerton Rd,Largo,FL,33771,27.894167,-82.779866,3,19,1,,"Mexican, Fast Food, Restaurants",,True,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,True,1,,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,False,,10:45-22:0,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,False,True,,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
yv6kSKxDdZTsvHL25K-U2g,Nash Painting,471 Chestnut St,Nashville,TN,37203,36.142642,-86.7708619,4.5,45,1,True,"Painters, Home Services, Decks & Railing, Contractors, Pressure Washers",,True,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hUQ9Z7kQeabvhPOAQOVV1A,Rathbone Mansions,1244 Esplanade Ave,New Orleans,LA,70116,29.9670548,-90.0658282,3.5,67,1,,"Hotels, Hotels & Travel, Bed & Breakfast, Event Planning & Services",,True,,,,,,,,2,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
t5tBd4p7BA7hNDitBUXxrw,Boise Therapeutic Massage Center,7153 W Emerald St,Boise,ID,83704,43.6119488,-116.2711098,4,68,1,True,"Massage, Health & Medical, Medical Spas, Beauty & Spas",,True,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,True,2,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,12:0-19:0,,,,,,,,,,,,,,,True,,,,,
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,4801 Edgmont Ave,Brookhaven,PA,19015,39.877374,-75.394007,2.5,10,0,,"Food, Grocery",,True,,,,,,,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
FC6ef4rMMZKNov_-A9M6iQ,TD Bank Havertown,120 W Eagle Rd,Haverford,PA,19083,39.985661,-75.3148439,1.5,6,1,,"Banks & Credit Unions, Financial Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,135 2nd Ave N,Nashville,TN,37201,36.162799,-86.776016,4,182,1,,"Nightlife, Restaurants, Bars, Mexican",,True,0:0-0:0,,11:0-22:0,11:0-22:0,11:0-1:0,11:0-1:0,True,2,False,True,False,False,'free',"{'garage': None, 'street': True, 'validated': None, 'lot': False, 'valet': False}",,True,None,True,False,False,11:0-22:0,u'full_bar',False,'casual',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}",True,True,False,,u'loud',"{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",True,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,,
EYA514FX4H8MwvFjv2ORQA,Carsmetics,3990 Ulmerton Rd,Clearwater,FL,33762,27.8931855254,-82.6876049487,4.5,30,1,,"Body Shops, Automotive",,True,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-13:0,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,741 Thompson Ln,Nashville,TN,37204,36.112075744,-86.7674462724,1.5,37,1,,"Burgers, Restaurants, Fast Food",,True,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,False,1,,True,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,10:0-0:0,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
DTUfAthScapCGnOnnLUhPA,Stitchers' Dream,221 S Easton Rd,Glenside,PA,19038,40.0978388,-75.1558378,3.5,9,0,,"Art Classes, Shopping, Education, Arts & Crafts, Appliances & Repair, Knitting Supplies, Art Supplies, Local Services",,True,10:0-15:0,10:0-15:0,10:0-19:30,10:0-17:30,10:0-16:0,10:0-16:0,True,1,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,,,,,,,,,,,,,,,,,False,,,,,,,,,
DcUDIlxFsvqPvFh8_lb4Sw,Lott's Service,"908 N Lenola Rd, Ste 3",Moorestown,NJ,08057,39.973753,-74.995949,1.5,8,1,,"Gas Stations, Automotive, Towing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zs4d4DqSp5zh3HGFh-PiiQ,Something Special,107 Heady Dr,Nashville,TN,37205,36.0982798,-86.8714149,2.5,21,1,,"Event Planning & Services, Caterers",,True,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,1787 Gallatin Pike N,Madison,TN,37115,36.296536,-86.700179,3.5,40,1,,"Restaurants, Barbeque",,True,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-21:30,10:0-21:30,True,2,,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,10:0-20:0,u'none',True,u'casual',"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",,True,True,,'average',,,,,,,,,,,
2oxrOO3c9_mQmqM9kwEm9Q,Total Access Urgent Care,2980 Dougherty Ferry Rd,Saint Louis,MO,63021,38.568086,-90.475388,3.5,6,1,,"Health & Medical, Urgent Care",,True,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,,,,,,u'free',,,,,,,,8:0-20:0,,,,,,,,,,,,,,,True,,,,,
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,1400 Parkway Ave,Ewing,NJ,08628,40.2668877,-74.8056572,4,52,1,,"Italian, Restaurants",,True,16:0-20:0,16:0-20:0,16:30-20:0,16:0-20:0,16:30-21:0,16:30-21:0,True,2,,True,True,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,True,,16:30-20:0,u'none',True,'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}",True,True,,,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}",,,,,,,,False,'yes_free',
yswijv6wP2fKbMqAiEZ0vw,Reno Bighorns,400 N Center St,Reno,NV,89501,39.5309239,-119.8122604,5,6,0,,"Active Life, Basketball Courts, Stadiums & Arenas, Arts & Entertainment, Professional Sports Teams",,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
m9ncuZp0nEVhIwu24G-HRw,CVS Pharmacy,2215 Shelby St,Indianapolis,IN,46203,39.7371,-86.1391,2.5,10,1,,"Pharmacy, Health & Medical, Convenience Stores, Drugstores, Food, Shopping",,None,8:0-21:0,10:0-20:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,,None,,False,True,,,None,True,,,,,,8:0-21:0,,,,,,,True,,,,,,,,,,,,,
QZU7TcrztBb3tXaPbVCkXg,805 Ink,1228 State St,Santa Barbara,CA,93101,34.4241297,-119.7053211,4.5,68,1,False,"Beauty & Spas, Tattoo",,True,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,True,2,,,,,u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,12:0-18:0,,,,,,,,,,,False,,,,,,,,,
l6VYP8AxIoW6U52aDo8fXg,HMV Superstore,8882 170th Street,Edmonton,AB,T5T 4M2,53.5114948,-113.6450474,4,24,0,,"Home & Garden, Music & DVDs, Fashion, Accessories, Shopping, Home Decor, Books, Mags, Music & Video, Video Game Stores",,,10:0-21:0,9:30-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,11:0-18:0,,,,,,,,,,,,,,,,,,,,
wMAxTyExktVtfyqKAfApbA,Tuffy Tire & Auto Service Center,4353 Gunn Hwy,Tampa,FL,33618,28.0458684582,-82.515059,4,16,1,False,"Oil Change Stations, Automotive, Tires, Auto Repair",,True,0:0-0:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-17:0,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-nhxuu3zbt02oCj_1AFng,Selah,"510 N 7th Ave, Ste 130",Tucson,AZ,85705,32.2280919,-110.9698038,5,60,1,True,"Waxing, Hair Removal, Skin Care, Eyelash Service, Beauty & Spas",,True,0:0-0:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,9:0-17:0,True,1,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,9:0-17:0,,,,,,,,,,,,,,,,,,,,
vvE3HVfxlx9UYctKPr0dbw,Inspired By Purpose Wellness Center & Yoga Studio,"2910 Mill St, Ste B",Reno,NV,89502,39.5174106,-119.7783471,4.5,9,1,True,"Weight Loss Centers, Health & Medical, Life Coach, Meditation Centers, Professional Services, Yoga, Active Life, Fitness & Instruction, Trainers, Nutritionists",,True,0:0-0:0,11:45-20:0,5:45-20:0,5:45-20:0,5:30-13:0,8:30-11:30,True,,,,,,,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",False,,,,,False,,,True,,,,,,,,,,,,,False,,,,,
JnbSkfsl_j2dUoHncBTonA,Collision XS,1416 Centreville Ave,Belleville,IL,62220,38.5022786,-90.00616971,4.5,6,1,,"Auto Repair, Body Shops, Automotive",,True,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
5BYQP7i7ckUlgSzX4Yhnmw,A-1 Expert Cleaning Services,34 Ring Ln,Levittown,PA,19055,40.1502639,-74.8448876,5,5,1,,"Home Cleaning, Home Services, Office Cleaning, Professional Services, Window Washing",,False,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,,,,,,,,,,,,,,,7:0-22:0,,,,,,,,,,,,,,,,,,,,
xAAhPuZ8FG6OlvAw5m1BVQ,Willard Park,1901 E Washington St,Indianapolis,IN,46201,39.7667851,-86.12748,3.5,5,1,False,"Active Life, Playgrounds, Parks, Swimming Pools",,True,,,,,,,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,True,,,,,,,,,,,,,,,,,,
DfGNZQsCe9k2BxazCf0p6g,Reno Family Chiropractic,"2900 Clear Acre Ln, Ste B",Reno,NV,89512,39.5576887,-119.791299,4.5,19,1,True,"Health & Medical, Chiropractors",,True,7:30-17:0,7:30-16:0,7:30-17:0,7:30-16:0,7:30-17:0,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,True,,,,,
07JLsUInZr5OSiYH2XVi4g,Elegance African Hair Braiding,540 N 52nd St,Philadelphia,PA,19131,39.9690954,-75.2255953,2,8,1,False,"Beauty & Spas, Hair Stylists, Hair Extensions, Hair Salons",,False,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,8:0-18:0,,2,,,,,None,None,,,,,,,9:0-17:0,,,,,,,,,,,,None,,,,,,,,
hPAmGKnDqummngSTOJN_8g,Timber Creek Park,236 Taylor Ave,Gloucester Township,NJ,08012,39.831468,-75.058986,4.5,86,1,False,"Dog Parks, Active Life, Parks",,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,True,7:0-19:0,,True,,,,,,,,,,,,,,,,,,
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,2800 Opryland Dr,Nashville,TN,37214,36.2115923083,-86.6943191727,3,1639,1,True,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,3,True,True,True,True,u'paid',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,False,0:0-0:0,'full_bar',True,'casual',"{'romantic': False, 'intimate': False, 'touristy': True, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,,,u'very_loud',"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'outdoor',"{'dj': True, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': True}",False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",True,,'no',
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,5004 Pennell Rd,Aston,PA,19014,39.8649175,-75.4275762,4,7,1,,"Food, Ice Cream & Frozen Yogurt, Desserts, Shaved Ice",,True,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,True,1,,True,,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,12:0-21:0,,,,,,,,,,,False,,,,,,,,,
jkY8aotwcAlSHCgoZrF49w,Bay Area Appliance,904 Clearwater Largo Rd N,Largo,FL,33770,27.9251193,-82.7959877,1,5,0,,"Home & Garden, Local Services, Appliances, Appliances & Repair, Shopping",,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YD_eZ4TaFrHYRrJVzOXHfw,Passport Health,"1034 S Brentwood Blvd, Ste 710",Saint Louis,MO,63117,38.6361966,-90.3457542,1.5,11,1,True,"Medical Centers, Health & Medical",,True,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,8624 US Hwy 301 S,Riverview,FL,33569,27.8652573,-82.3260903,4,29,0,,"Restaurants, Barbeque",,True,,,,,,,False,1,,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,False,False,,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,u'quiet',,,,,,,,,,,
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,2875 Tyrone Blvd N,Saint Petersburg,FL,33710,27.7972626,-82.7339127,3.5,17,0,,"Japanese, Sushi Bars, Restaurants",,True,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-1:0,12:0-1:0,,2,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,True,,12:0-22:0,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'quiet',,,,,,,,,,,
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,17004 111 Avenue NW,Edmonton,AB,T5S 2X1,53.5599789914,-113.6162690363,3.5,6,1,,"Coffee & Tea, Food",,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,True,1,,True,,,u'free',"{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}",,,False,,False,True,0:0-0:0,,True,,,,True,,,,,,,,,,,,,,
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,5112 E Fowler Ave,Tampa,FL,33617,28.0548882706,-82.3995484,3,5,1,,"Fast Food, Sandwiches, Chicken Shop, Restaurants",,True,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,True,True,True,,,,,,,False,,11:0-21:0,u'none',,,,,,,,,,,,,,,,,,,
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,"1525 Lapalco Blvd, # A",Harvey,LA,70058,29.8753202,-90.045817,1.5,14,0,,"Restaurants, Sandwiches, Pizza, Chicken Wings",,True,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,False,1,,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,10:0-1:0,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,False,,,,,,,,,,,,,,
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,60 N 23rd St,Philadelphia,PA,19103,39.9565280024,-75.178013742,4,19,1,,"Grocery, Food",,,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,,,,True,True,,,"{u'valet': False, u'garage': True, u'street': False, u'lot': True, u'validated': False}",,,,,,,6:0-23:0,,,,,,,,,,,,,,,,,,,,
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,1103 Main St,Warrington,PA,18976,40.2295269733,-75.1310898382,2.5,25,1,,"Pizza, Restaurants",,True,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,False,1,,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,11:0-22:0,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,u'average',,,,,,,,,,,
AzwiKZjVqHOxLaYtPAx8lA,Target,2450 Shoppers Ln,Wyncote,PA,19095,40.076229,-75.155305,2.5,37,1,False,"Shopping, Department Stores, Grocery, Fashion, Food, Electronics, Furniture Stores, Home & Garden",,True,0:0-0:0,7:0-23:59,7:0-23:59,7:0-23:59,8:0-21:0,7:0-23:59,True,2,False,None,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,False,False,False,7:0-22:0,,,,,False,,,,,,,,,,,,,,,
yM8LlTInbQH4FwWC97lz6w,McDonald's,1919 S Jefferson,St. Louis,MO,63104,38.6124951839,-90.2219420671,1.5,100,1,,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,True,1,,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,False,,0:0-0:0,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,True,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",,,,,,,,,,
tVdJ7CgBGAQ_nLomYXbB-Q,Cunningham Pest Control,"1125 W Chester Pike, Ste 178",Havertown,PA,19083,39.9727224,-75.3154587,5,5,1,True,"Wildlife Control, Local Services, Pest Control",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,0:0-0:0,,,,,,,,,,,,,,,,,,,,
x8KYhsxbufQiYIK-4MRzHQ,West Coast Roofing,910 S Santa Rita Ave,Tucson,AZ,85749,32.2104465,-110.9535711,2,13,1,,"Apartments, Roofing, Real Estate, Home Services",,True,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3S9GYtMOYhbZl4MMPOHT0Q,The Handlebar Boise,1519 W Main St,Boise,ID,83702,43.62001,-116.21279,4.5,34,1,False,"Bars, Wine Bars, Nightlife, Beer Bar",,True,0:0-0:0,14:0-22:0,14:0-22:0,14:0-22:0,14:0-0:0,12:0-0:0,True,1,False,,,,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,True,True,12:0-22:0,'beer_and_wine',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,'average',,,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,,False,,,
znL4YrNbA2uwOQ3CchkmEA,Seaview Condominiums,14700 Gulf Blvd,Madeira Beach,FL,33708,27.798503,-82.7987502,4.5,8,1,,"Home Services, Vacation Rentals, Real Estate, Condominiums, Hotels & Travel",,True,0:0-0:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-18:0,,,,,,,,,,,,,,,10:0-16:0,,,,,,,,,,,,,,,,,,,,
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,25340 Sierra Center Blvd,Lutz,FL,33559,28.192191035,-82.396367,4,75,1,,"Restaurants, American (New), Burgers, Fast Food, Steakhouses",,True,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,,,,True,True,True,,,True,,True,False,,,11:0-21:0,u'beer_and_wine',,,,True,,,,,,,,,,,,False,,,
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,700 E. Hunting Park,Philadelphia,PA,19124,40.012141,-75.1150148,1.5,15,1,,"Burgers, Restaurants, Fast Food",,True,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,,1,,True,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,,False,,10:0-2:0,u'none',True,u'casual',,,True,,,,,,,,,,,,,,
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,2E Summit Sq Shopping Ctr,Langhorne,PA,19047,40.2177843,-74.9265858,1.5,27,1,,"Japanese, Chinese, Restaurants, Thai",,True,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,True,2,,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,False,,,u'average',,,,,,,,,,,
HI4_NqeHMJOnMoVFNxaFyA,1-Hour Auto Glass,"2292 W Magee Rd, Ste 270",Tucson,AZ,85742,32.3475108,-111.0165608,3.5,21,1,,"Auto Glass Services, Automotive, Windshield Installation & Repair",,True,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,,,,,,,,,,,,,,,6:0-21:0,,,,,,,,,,,,,,,,,,,,
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,216 W Beidler Rd,King of Prussia,PA,19406,40.1124813,-75.3799748,3.5,60,1,,"Restaurants, Bakeries, Caterers, Bagels, Food, Event Planning & Services",,True,,7:0-13:0,7:0-13:0,7:0-13:0,7:0-14:0,7:0-14:0,True,1,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,True,8:0-13:0,,,,,,,,,,,,,,,,,,,,
EDNYAyVc_WFhM3CD6QVD4A,Ottewell Animal Clinic,6142 90 Avenue NW,Edmonton,AB,T6B 0P2,53.525585,-113.427076,4,13,1,,"Pets, Veterinarians",,,7:30-18:0,7:30-20:0,7:30-18:0,7:30-18:0,7:30-18:0,8:0-12:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyJwgMRwo21wLUsga_RkQw,Blue Water Dental Care,1820 S Arlington Ave,Reno,NV,89509,39.5062237,-119.8167371,4,10,1,,"Endodontists, General Dentistry, Health & Medical, Cosmetic Dentists, Dentists",,True,8:0-16:0,8:0-16:0,8:0-16:0,7:0-15:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
